DQN,OPT,SYM
27.818169366343096,18.415633670673994,8.68353781789488
25.7132847400035,18.61219123508427,14.011137714863464
16.51143808842663,23.596344145489066,-14.459977074828451
30.918697658163175,21.294864507660282,17.79437496961377
28.72390290849104,23.739668960999975,-7.844026266237671
28.92372242887184,21.186601097835702,-3.4943504367942455
27.161763456238198,23.107214244317166,-60.075166221056385
26.208321439956293,26.366983906970844,-45.64664056346839
32.27877983416269,22.374839793578754,27.30970029841372
30.13114032355553,22.702711317572863,21.067908674315497
36.957276223433055,23.61595450872603,2.534475297768506
28.653148789696168,21.21062202478181,28.16553346535387
28.422146657996123,27.29793283129557,-26.516043097320072
33.02719012890993,20.186146233326873,7.439155280761242
29.885570575700847,21.003895501271867,16.77112449458346
35.04557574678502,30.305389785929812,8.789826949229923
28.221578898924133,22.636026650554797,17.7817941292818
26.21459728211012,18.36597044588368,31.344189782053224
25.513476981470507,27.152051606479006,1.140756484024189
29.633400886766147,18.17416219539755,2.991599927770688
22.051185518820947,29.577905798812285,-80.277080402925
19.40258331859881,20.416039219132077,30.24901892829941
23.590634968742233,11.987017441782847,20.45067127937859
26.009598572978593,26.553800969242047,-41.126320699896326
29.317395488718773,15.355521110487306,-50.02750131253275
32.79092375334728,28.448139868595632,0.18783292365468673
33.59584818940703,19.846068996964203,-0.6775066332942701
28.893106789762985,21.353748590000993,-1.5116318587415873
25.397027288308138,21.314315564698152,-72.93407497357492
27.611580531097083,25.832614247886557,-8.804569133914695
34.030074723234286,23.99548397433974,-17.644957856772237
29.302101639714998,26.389271050968166,21.74948255850431
31.859615557822885,25.59744488602421,-40.9562458466777
32.07477156454657,21.023554285697696,-5.738588566022523
30.04694189960887,22.538519241787213,27.419882983133046
26.376771790322984,20.03397904495289,-1.4030371894584561
28.871664952724192,21.919870404061733,29.14458645717021
30.176732761655806,20.828482847596433,-37.45664235569908
25.958059453915954,31.428820943098458,-12.282462796183829
39.23971232667179,20.29410136740999,27.360225200957032
32.977335510055774,22.771136836309484,17.565139056212125
25.593725556640607,21.033126105979015,-227.73510993558935
27.808705887381237,19.8517503264438,14.939686936961472
35.61923269395286,21.508721283001595,-77.45335104172632
31.203544904931956,32.67378695104107,-4.059679146504415
26.9365326743064,24.792919030599577,9.392657916204088
29.366658768883365,25.15569688407973,18.575714066472155
23.792166137172508,24.525933816358556,13.279555998055923
28.740774633007188,25.750717132432975,-46.97350719037758
30.87729182792536,19.520617652653222,10.569018074386356
26.727213091822236,21.619284643517194,14.9214884049358
30.35024468477584,19.981853601614347,-4.634609127151151
35.527450857193834,22.32474693409246,1.6522220164774548
27.372995767151373,19.425561850159973,-1.5487242753044348
33.28020001578586,19.739819299450076,9.128805986108635
28.756530542385445,16.290950944246436,36.33087701195615
32.88330662407457,23.93987464850739,30.395474057896028
25.0114022835158,22.083718160066812,-34.718219014058995
34.100889559809055,23.111723156203198,7.638544097727382
32.77236427179252,30.856253612972385,19.104980187031185
21.72993359509747,26.99754525485432,24.780025462863843
23.917903119005313,22.535707590878058,6.809445103995083
31.259917942545595,18.504777418389132,-50.56212584412262
33.292535290260304,22.540780925549996,20.438347480091732
21.15736983372682,20.185745550206807,5.974667477266371
24.181235945160953,22.00964971146091,20.185702212548936
21.03575477166055,24.264284713902736,6.705390770207005
24.5100794187318,22.904986506013245,13.121110410890168
19.42471636613028,22.797553287576807,-32.199695617470375
29.551936314025475,31.48139752389131,0.32779200803869646
38.18329792316157,16.654162275605316,19.37947305778763
29.392208051818965,19.391475735832586,-12.701352218034868
28.65592140485211,27.748972475006106,31.20020750267753
25.329133143665626,22.923358475700894,14.417900018347535
35.73155794314086,16.70228040028262,15.61644561724208
33.47815330710542,14.26280215576386,10.255237991540689
25.33977538212903,21.946778243447987,12.253597461525839
31.420497859703943,23.1244504070612,21.443840955972288
30.42634859276549,22.36400814861386,5.580587198904783
32.419272767092124,25.053487285870858,24.352513247175434
24.932514317954624,26.53141560145732,1.199394534780113
26.470470810156623,22.213270458133653,26.063667426440443
36.98126189852598,23.049308336581014,-23.73792963820551
28.355031844066826,25.681184985553195,1.5769994293523877
32.619475642586316,24.7688194144889,13.878393473925206
27.186556715139638,17.830316212239364,14.597873002233058
27.823502981126254,21.6941570926671,-4.380108581181038
37.84169254034023,22.025294240958733,-101.52612416723028
31.282393016130236,18.359443753765863,-0.5191580375114884
32.82625035087602,22.07814547899373,34.40675690399041
26.765226791465647,22.641301061241712,6.6207563236050175
28.526683747377557,21.160057894882716,9.316002583700866
24.153749035448154,19.625016127681388,-13.527349679749891
26.58585773119732,24.200096095211222,-31.945589926387292
28.637687819976584,19.127742351083782,-111.27613858038887
42.5472240982603,20.06242784347538,-11.174228263074825
21.460327924039955,19.47934393347239,-8.711638383558505
17.874625967047614,23.84709812107539,-7.423836338352368
25.611802861157372,26.46597580246122,9.14135510233019
37.435104983708335,20.696337457907767,13.538280905372027
36.627048958559286,22.62371883549521,-25.384033245665314
26.06818177138573,22.941811687435994,27.819054032297235
23.696582044612313,22.739748551946544,-285.65606584391776
27.212463754669415,12.791941017932803,0.28893973853672783
35.10478079680106,22.095689591066055,15.238870199650668
39.1037816310971,25.88443094433664,-52.76450553587371
21.869995700605468,21.13109666268128,-6.6730210660977605
28.760730932931942,25.359862536987134,1.7439940402922869
28.136201117727452,21.21968249591337,-0.30363308740567985
35.71417005037201,17.45556530894801,-9.885964727252935
27.10077787824344,10.428261902363465,16.809870613791468
29.476113913869924,22.186592056612938,20.921433869741467
20.59410692999071,24.171317956751597,-4.132014983343889
26.250879532410693,21.99822577635171,25.54062424748427
29.322782332920124,26.792192191481007,5.370989016143472
30.577579613667254,18.302113721879238,-26.067799629568917
30.679792861117694,22.193871730425045,10.78025566919942
34.830806940086305,24.333898036273382,-5.906200150786601
28.889959133174546,27.43791439970137,-157.693849793398
30.701496961881297,26.220068714917105,19.51944307537996
25.835154686643353,31.018103960124257,-44.08838826508974
23.337427656654587,25.868162221060466,-23.86537729766076
28.24181106561861,23.773845836167936,34.832230248216064
31.97300676350739,21.209026187270698,28.022198486044655
28.59490403184915,18.50395779104266,-20.974485504779732
25.62728898797331,28.816086561498494,4.444150800815048
33.55700282627403,22.36801632630641,28.23197907318479
34.15099870250853,25.616696958328394,-40.59223742919576
30.885497630537962,24.002781325719514,-111.39255417235468
22.47487620354682,24.66561705579497,23.05347629349022
32.748753836357096,29.551589325672683,5.687695953696145
26.734605869564362,19.066949974508915,-51.798115776438706
30.91353885265533,23.631742930342853,7.793465130105567
27.14737354155794,20.195543269274665,7.483361520750614
29.190371085221447,18.82815594849122,0.6242764410113916
30.076449729059092,16.844660052015993,18.432874477851044
31.80105435202672,21.59867372062543,23.494626032478
33.03843684324193,23.455264416231575,10.180420342483016
36.304260351560835,24.361815406249747,14.445866495092135
29.512363877194023,18.98043948526074,-32.85726223690178
24.93089946285477,28.59947702483762,20.636635255069326
35.62789081892924,21.78255855429882,9.097253553753138
31.48544669753571,23.023689395101037,-74.97697050993182
29.471699571832247,27.021753476165127,10.595086956161705
27.493879239535666,21.585375703671392,-0.37358916642141443
26.893659237178422,28.81118611615387,14.250128140139006
31.902933272499823,19.593096267656502,-28.041297386129322
27.709736103258752,21.194000424672222,-5.025391868966877
29.910928818347735,24.85580215273529,15.852778504103318
31.25936493256105,27.197377424446366,12.391550973761978
28.838210841744637,28.21153478552209,24.732207346138605
32.0819019029812,25.26152935574051,-24.89959662351879
28.12016592925442,19.96930441980772,-48.26899932509026
28.702832731726545,22.336021816467806,6.804585494458461
26.827511314266644,17.693983963887536,31.379422800891547
36.050422107313274,16.507762076436563,-13.62397039775653
32.408943141933406,23.68678562147409,-29.488676295719557
33.82167431035965,22.64558100976817,26.315354391386094
32.45281881474139,27.04514491383874,-25.169305262239202
25.096625315573128,24.527207570951393,-65.18925418941923
35.55114714973493,18.576450917198706,-47.4479730930163
25.60513683312444,19.421360337414395,9.832578498255797
31.996263661622617,19.65732100661077,6.426533734652226
27.82129419124068,23.789352022730657,-122.14095015904498
29.729205497296217,23.744840023325224,6.264215367695458
27.194387203073788,19.801405499772926,-15.460661530870459
27.962582961434357,28.44504684430223,15.293931837548671
28.211364526816794,20.059075466558415,3.0274739007645413
22.296580217426925,28.514455926613312,-12.465626466223753
25.278564083887773,20.754602043876442,-24.90249638164305
19.430343324511213,19.61941051083037,-29.210852137450985
38.67568819005343,18.8336065924651,14.902482519221138
33.18688527065752,26.548169880074752,24.53979208865245
28.01656032205554,15.341093468263999,-13.372691425746853
37.65889266743925,19.503352522267978,-15.004454974583716
30.772170267596472,30.850306422361665,24.26545674066277
28.480640574904537,22.287973992318467,6.234564744059609
22.131664384243248,30.847960283431682,7.529869670223308
30.812106026784356,22.37788772732428,-83.06952512602523
28.93112608355944,22.3035141628711,19.24134914438713
30.914599013561727,27.11594195880156,-15.393503561798639
30.731146235332638,27.32209056334658,-48.39902006616763
22.8245271080214,18.059862905119907,-151.7870118995494
34.77114958765913,22.13875140426022,5.649264427818026
21.747942879472106,22.13594144765209,-15.50917314297775
20.542583518039798,18.030494225548015,18.28435626941507
26.11333104576939,24.24727486558599,16.358473677708247
33.723013888893036,19.607169777281733,-21.305923205885282
42.749017134010714,24.160374226313458,38.991291243626335
23.980007008662458,17.011628811237507,-63.06232112429872
34.58013707407293,24.51781713402163,4.217291834192712
26.550501472612748,24.707803837078185,-34.36324933742058
33.677168941815275,18.80944690396017,10.87232812542624
27.30901813790978,22.287505624974475,-3.937196631027623
27.29461096850939,25.55164802109176,18.204568438803978
32.988424512269475,22.56957417844734,-7.073003000757096
31.583812830641264,21.31057835356577,24.81506877996167
38.20183801038492,26.90128644838442,35.90880602190125
33.35459551362424,23.246071567075642,-43.34216228796261
33.35055722534552,25.548440289372937,17.435362784380786
38.09565950710453,24.062749686359624,0.3373099931596464
21.598075141974284,27.102849275645095,-0.18699308166243972
