DQN,OPT,SYM
62.52816011066699,46.00913923376581,62.55091073757035
52.416319445734004,48.86913923376589,46.33418042519821
49.40023465250414,51.779116309323015,67.42373816708346
51.76103338906535,44.485474860287496,64.76949107973513
49.384862866119704,57.9544651712647,63.32268859723035
60.53218397159577,46.419797076819066,48.95644042380286
50.55898305729616,45.50221749657044,99.7873104050384
50.318747506966275,52.99910866784212,40.492496374488155
59.2989448498916,48.24882559520108,54.745756259502954
57.772733160490304,49.78238895600202,54.22630544839768
75.15403523706055,52.30635932656415,66.86163902737752
51.82159021944091,58.97245940275582,60.414362485161746
48.182012512164306,48.289445230849736,57.06937946652556
57.36010307390288,57.541010464622474,74.21479833746815
51.6823261507289,42.074025922154135,66.13102235078006
54.98322589996752,59.950415426842085,40.103280675959525
47.89573333506013,44.67653207162121,79.23286301571329
51.827697937113314,43.52494095435449,66.39850855983212
45.76816903777336,56.60553002407954,62.98813507504576
53.73993161447136,36.31583434773772,68.38608389540383
45.01193442392935,50.12522402699565,68.19155669446604
48.68216997425941,42.33614034482167,62.11498976229126
39.59869234317421,33.44880099733291,57.922222179000116
44.6901412813076,65.50250692506683,56.74258462550142
60.75336807910077,34.308785714370984,50.70876747235786
64.7626092233701,53.544472812745624,73.41879927395405
56.36101810610333,46.20125365643341,52.65750823566873
55.16401063919227,43.82979707681908,46.0128095752998
50.80234143369091,38.036147986302694,63.05691023883776
53.86856076457292,53.185224026995684,38.05322126749081
57.83996089476962,50.56945287233057,70.79269963551587
50.33402592215427,55.51869401659981,52.3974819144222
57.20439176545966,49.79481701723421,54.37185633569493
54.44969606414165,50.15955388500822,53.83806506604492
54.327783666829134,48.129968536250544,73.39313209101789
45.439734271546186,44.7770477355412,68.99048080336672
50.026226074537334,42.34581142329506,55.326712458159136
61.58377508886224,48.884503378669535,76.11606817468919
56.40148920676329,62.08925720283082,39.92774846842872
64.33577321589038,51.39678161928737,54.758920252023344
56.69905350405014,43.133046799055165,49.16471433113105
48.34338336206275,39.75371228358931,80.81691276013566
51.44286769814278,60.493415601411925,50.987430147434225
66.33576557440931,42.03044727839156,50.61668657466487
65.13935185965278,61.67274247539689,57.77203543660687
56.91223277953236,59.09235839007829,42.247071945609605
56.42421266454738,59.89235074859724,61.89247597134323
47.28509077496881,55.27058817189919,49.4561861937072
53.41791820448162,53.20017352065685,55.6031936606181
56.16262450633195,39.55982000126198,47.96688860002024
60.06597524124544,54.35058817189915,42.301394162141264
57.38382389679907,48.98157493647918,58.85037683163732
56.819602692944954,46.48588951152979,42.81783419814445
65.3175739999931,37.769405350019554,61.00605461510594
